1	в то же время	3	5
2272	резко активизироваться в снятии	1	1
2273	строках строф ритмически выделяют	1	1
2274	проговариваясь о том что	1	1
2275	что в соседстве со	1	1
2276	вневренной хронотоп поэтического служения	1	1
2277	внешней заданности ролевая граница	1	1
2278	сгущением ударных о в	1	1
2279	у а е у	1	1
2280	диктата исключающего возможность свободы	1	1
2281	что произведение искусства силой	1	1
2282	отношения еще не обретшего	1	1
2283	к усложнению сферы эстетических	1	1
2284	его личностности в неутолимой	1	1
2285	мы имеем дело с	1	1
2286	практически исчезает встречается лишь	1	1
2287	обращаемые к хлестакову ничтожнейшими	1	1
2288	судьбы а гоголевский хома	1	1
2289	необходима активная авторская позиция	1	1
2290	диалогическим углом они сопоставлены	1	1
2291	высокой сверхличной заданности в	1	1
2292	меньшими основаниями можно вести	1	1
2293	единым творческим законом художественной	1	1
2294	гласными в безударном положении	1	1
2295	окказиональные впрочем достаточно очевидные	1	1
2296	лирической героини обесценивающее привычные	1	1
2297	исключения персонажей ревизора сатирик	1	1
2298	герои комедии невольно проговариваясь	1	1
2299	сознания бахтин говорил о	1	1
2300	способных нести на себе	1	1
2301	обозначенного им лирического персонажа	1	1
2302	о в конце первого	1	1
2303	никогда не ограничивается простым	1	1
2304	роль защитника отчизны на	1	1
2305	в стихе как и	1	1
2306	самозабвенное поведение в бою	1	1
2307	однако лирическая героиня не	1	1
2308	здесь мы имеем не	1	1
2309	том что произведение искусства	1	1
2310	стремиться христианской душе поскольку	1	1
2311	иного типа возникает новая	1	1
2312	ритмическим эхом стиха по	1	1
2313	иным модусом художественности способом	1	1
2314	ролью при котором внутренняя	1	1
2315	в финале же стихотворения	1	1
2316	содержанию миропорядка и равнодушна	1	1
2317	удовлетворясь своим законным местом	1	1
2318	ддд ссс чтчстчтстчтс ддд	1	1
2319	при фонемах а ударных	1	1
2320	согласно суздальской летописной версии	1	1
2321	им лирического персонажа фонетически	1	1
2322	ильича самоотрицанием революции в	1	1
2323	отличие от ряда стиховедов	1	1
2324	его роли в миропорядке	1	1
2325	в романе достоевского где	1	1
2326	в центральной стопе ударный	1	1
2327	мотивом инкарнационного вторжения и	1	1
2328	при котором внутренняя данность	1	1
2329	моментов совмещения внутренней и	1	1
2330	перед лицом миропорядка трагическая	1	1
2331	татаро-монгольским нашествием приводит к	1	1
2332	первой строфе соответствующей первому	1	1
2333	доминирующего повтора следует признать	1	1
2334	встречается лишь однажды аллитерация	1	1
2335	выражает внеличную сторону индивида	1	1
2336	что фонема т доминировала	1	1
2337	слоге строки выделяют именно	1	1
2338	у не подвергающегося фонологически	1	1
2339	слова гостья появление этого	1	1
2340	и связывающих ее полюса	1	1
2341	с нею когда на	1	1
2342	третьей стопах при одном	1	1
2343	рода это уже не	1	1
2344	говорит ему о грядущем	1	1
2345	интонации диссонанса раскола вины	1	1
2346	остатка вписан в большой	1	1
2347	где речевая инициатива авторства	1	1
2348	с другой стороны полноценной	1	1
2349	быть значимыми и для	1	1
2350	их ведет по пути	1	1
2351	видя и в этой	1	1
2352	бахтин говорил о героизации	1	1
2353	характеризует всех без исключения	1	1
2354	второй строфе с появлением	1	1
2355	миропорядка непростительно то с	1	1
2356	искусства характеризуется тем или	1	1
2357	при этом общеэстетические типы	1	1
2358	бытия мысли индивидуальной души-личности	1	1
2359	аллитерацию д ты ль	1	1
2360	на второй и четвертой	1	1
2361	и добчинским а самозванство	1	1
2362	борющихся сторон чего еще	1	1
2363	же? такы же собе	1	1
2364	личного странного любопытства гибнет	1	1
2365	аллитерационная утяжеленность стиха указывает	1	1
2366	текста но наоборот приводит	1	1
2367	повтора следует признать финальное	1	1
2368	я означает самоопределиться открытие	1	1
2369	в тексте строкой полноударного	1	1
2370	так и любое произведение	1	1
2371	этом что фонема т	1	1
2372	как об архитектонических формах	1	1
2373	оценивающего видения со стороны	1	1
2374	во второй строфе с	1	1
2375	и в сущности хоровое	1	1
2376	с контекстуально смежными значениями	1	1
2377	глоссализации так и не	1	1
2378	одновременно подвергается героизации наделяется	1	1
2379	самой себе чтобы именно	1	1
2380	аналогом духовно-практического модуса личностного	1	1
2381	административный ревизор чья фигура	1	1
2382	собе рекуще мы есмы	1	1
2383	оказывается пустым звуком бессодержательной	1	1
2384	а а о у	1	1
2385	том что хотят скрыть	1	1
2386	окончательного совпадения с нею	1	1
2387	в ударном положении совершенно	1	1
2388	анаграмматических поля глоссализации интонационно-ритмически	1	1
2389	незыблемого миропорядка проступает сквозь	1	1
2390	сопрягающая и размежевывающая личность	1	1
2391	внутренний хронотоп ожидания как	1	1
2392	ценностей третий стих во	1	1
2393	о грядущем неблагополучии однако	1	1
2394	ценности миропорядка и частной	1	1
2395	анаграмматическое влияние преображающего ситуацию	1	1
2396	ту или иную ролевую	1	1
2397	в самой себе чтобы	1	1
2398	самосознания от своего достоинства	1	1
2399	я в миропорядке т.е	1	1
2400	ожидания как малый круг	1	1
2401	искусства говорит гегель о	1	1
2402	глебовны свычая и обычая	1	1
2403	наделяется обликом подвига чего	1	1
2404	андрий меняет прежнюю рыцарскую	1	1
2405	культурную автономию в искусстве	1	1
2406	я в контексте целого	1	1
2407	состоит как раз в	1	1
2408	так и не манифестировано	1	1
2409	финальной немой сцене гоголевского	1	1
2410	строки а также повторы	1	1
2411	даже предательство совершается героически	1	1
2412	глядела на них вся	1	1
2413	примерами следует подчеркнуть факультативность	1	1
2414	первой и третьей стопах	1	1
2415	поэтической традиции особенно в	1	1
2416	и равнодушна к собственной	1	1
2417	себе еще не составляет	1	1
2418	гегелевское определение личности относительно	1	1
2419	преимуществу невольному именно в	1	1
2420	отреклось от свободы и	1	1
2421	границы куда не должно	1	1
2422	творческим законом художественной целостности	1	1
2423	смятенного порыва и ударной	1	1
2424	обремененного ответственностью но умиротворенного	1	1
2425	д и его естественной	1	1
2426	текста полностью идентичен ритму	1	1
2427	стиху и здесь мы	1	1
2428	толстовской смерти ивана ильича	1	1
2429	героя и ситуации авторской	1	1
2430	пути освобождения от ложных	1	1
2431	также что в отличие	1	1
2432	законным местом в христианском	1	1
2433	строфы два эпизода лирического	1	1
2434	так в тарасе бульбе	1	1
2435	бы разрушить художественную целостность	1	1
2436	поскольку трагический герой шире	1	1
2437	для него неприемлемой судьбы	1	1
2438	ревизора сатирик их ведет	1	1
2439	остается в тени большого	1	1
2440	ожидания к ситуации явления	1	1
2441	дегероизированной системе ценностей имя	1	1
2442	оппозиция повторов звонкого д	1	1
2443	строке н анаграмму имени	1	1
2444	литературы нередко сводятся к	1	1
2445	психологический парадокс характеризует всех	1	1
2446	основания для сатирической художественности	1	1
2447	личности относительно своей роли	1	1
2448	пушкинского к чаадаеву направляет	1	1
2449	сформулированным ю.н тыняновым законом	1	1
2450	совпадения этих моментов совмещения	1	1
2451	о о и а	1	1
2452	а перед художественно воспринимающим	1	1
2453	и теперь в заданных	1	1
2454	личного а целостное забвение	1	1
2455	своя милыя хоти красныя	1	1
2456	вмещает в себя две	1	1
2457	дело не в самом	1	1
2458	осознания неполного совпадения самоопределения	1	1
2459	и здесь мы имеем	1	1
2460	ямба со сверхсхемным ударением	1	1
2461	оказываясь тем самым по	1	1
2462	внутри себя гегелевское определение	1	1
2463	горестным или воодушевляющим и	1	1
2464	с дудочкой и дант	1	1
2465	хронотоп ожидания как малый	1	1
2466	существенно сглаживается семантическая разность	1	1
2467	спондея а всего лишь	1	1
2468	позиция осмеяния которая восполняет	1	1
2469	вытесненные из его кругозора	1	1
2470	суда над субъективной стороной	1	1
2471	души-личности и сверхличной одушевленности	1	1
2472	эстетическая реакция читателя зрителя	1	1
2473	ночной хронотоп тогда как	1	1
2474	сатирической ситуации административный ревизор	1	1
2475	поэтому оно анаграмматически средствами	1	1
2476	общения между этим малым	1	1
2477	как субъекта самоопределения стать	1	1
2478	человека и его мира	1	1
2479	свое я в новую	1	1
2480	немой сцене гоголевского ревизора	1	1
2481	индивидуальную картину своей неповторимой	1	1
2482	ужасошася и величанья своего	1	1
2483	роли в миропорядке судьбы	2	1
2484	два пиррихия на второй	1	1
2485	остатка вписывает свое я	1	1
2486	но дело в том	1	1
2487	суть то что они	1	1
2488	перестают быть значимыми и	1	1
2489	совершает свои преступления именно	1	1
2490	внутренней данности бытия я	1	1
2491	сверхличному содержанию миропорядка и	1	1
2492	ударение на первой стопе	1	1
2493	личностным меня лирической героини-поэтессы	1	1
2494	миропорядке сверхличной защищенностью в	1	1
2495	внутренне единую систему ценностей	1	1
2496	собою некий ролевой предел	1	1
2497	внутренних человека и его	1	1
2498	с толпой столичных балетоманов	1	1
2499	слов способных нести на	1	1
2500	только не становится ритмической	1	1
2501	его кругозора ратным духом	1	1
2502	исчезает чтобы резко активизироваться	1	1
2503	я изначально отреклось от	1	1
2504	культура есть культура границ	1	1
2505	героини заявленное лишь в	1	1
2506	предел материнской любви она	1	1
2507	русской поэтической традиции особенно	1	1
2508	имя в скрижали миропорядка	1	1
2509	поэтессе с императивом поэтической	1	1
2510	границы и делает героя	1	1
2511	размежевывающая личность с миропорядком	1	1
2512	является к поэтессе с	1	1
2513	словами дешифрующими этот ассонанс	1	1
2514	при этом что фонема	1	1
2515	знаменующему умиротворение удовлетворенного ожидания	1	1
2516	меняет прежнюю рыцарскую роль	1	1
2517	и в перспективе окончательного	1	1
2518	в самом наличии определенных	1	1
2519	забвение злата стола центр	1	1
2520	все повторы значимы прежде	1	1
2521	субъекта утрачивающего стабильность собственной	1	1
2522	в русской поэзии очень	1	1
2523	обретшего свою культурную автономию	1	1
2524	слогов при назывании музы	1	1
2525	частности с помощью временной	1	1
2526	полагании различного рода многослойных	1	1
2527	себе сверхсхемные ударения личные	1	1
2528	с сатирической виной самозванства	1	1
2529	в тексте изначально и	1	1
2530	самым по ту сторону	1	1
2531	истинность незыблемого миропорядка проступает	1	1
2532	безударном положении художественно значимым	1	1
2533	сверхличного ради личного а	1	1
2534	лирического сюжета явственно доминирует	1	1
2535	если с политической точки	1	1
2536	внутренней и внешней границ	1	1
2537	не разграничивавшим однако при	1	1
2538	с ее сатирическим несоответствием	1	1
2539	которыми располагается я жизнь	1	1
2540	роль в миропорядке пустым	1	1
2541	и его роли в	1	1
2542	к жизненному поведению главного	1	1
2543	покровом тайны таким же	1	1
2544	мы имеем не явно	1	1
2545	выступает оппозиция повторов звонкого	1	1
2546	божественной тайны эта вписанность	1	1
2547	объекта и созидает художественную	1	1
2548	жертвенное забвение личностью и	1	1
2549	в эстетический объект восхищенного	1	1
2550	традиции особенно в сочетании	1	1
2551	картина жизни всегда осложнена	1	1
2552	художественную целостность принципиально иного	1	1
2553	зарождения трагизма в русской	1	1
2554	же добронравный автор гневно	1	1
2555	словом жизнь второй стих	1	1
2556	гостья появление этого слова	1	1
2557	действительную роль в миропорядке	1	1
2558	чем с публицистикой нередко	1	1
2559	модус художественности может выступать	1	1
2560	существующая в культуре дифференциация	1	1
2561	повел себя эдип внутренне	1	1
2562	временной локализации лирического события	1	1
2563	со сверхличным олицетворением ее	1	1
2564	себя гегелевское определение личности	1	1
2565	народностью в исполнении петипа	1	1
2566	анаграмматического субститута мотива дудочки	1	1
2567	тыняновым законом тесноты стихового	1	1
2568	но основной аллитерирующей оппозицией	1	1
2569	их высокой сверхличной заданности	1	1
2570	и их внешней среды	1	1
2571	эти стороны в единое	1	1
2572	видам пафоса идейно-эмоциональной оценки	1	1
2573	нет в его летописных	1	1
2574	гордость героическая личность горда	1	1
2575	как анаграмматического субститута мотива	1	1
2576	т закономерно и смыслосообразно	1	1
2577	а трепетность объекта лирическое	1	1
2578	доминанта пушкинского к чаадаеву	1	1
2579	куда не должно стремиться	1	1
2580	диалоге это сопряжение индивидуального	1	1
2581	в тарасе бульбе например	1	1
2582	троекратные в пределах строки	1	1
2583	исполнение ими служебного долга	1	1
2584	я жизнь и муза	1	1
2585	миропорядка и означает стать	1	1
2586	бы в точке этого	1	1
2587	практически каждый стих звучит	1	1
2588	точка золотого сечения текста	1	1
2589	составляет диада личности и	1	1
2590	аллитерационная субструктура поэтического текста	1	1
2591	своего достоинства своей значимости	1	1
2592	герою-объекту но в равной	1	1
2593	могла наглядеться героична пластика	1	1
2594	совпадение личного самоопределения князя	1	1
2595	множества половцев ужасошася и	1	1
2596	наоборот приводит к снятию	1	1
2597	наглядна и знаменательна ддд	1	1
2598	финале же стихотворения аллитерация	1	1
2599	тарасе бульбе например так	1	1
2600	образец зарождения трагизма в	1	1
2601	равной степени и к	1	1
2602	аллитерация в несомненно связана	1	1
2603	подлинная жизнь личности совершается	1	1
2604	с учетом сделанных оговорок	1	1
2605	константой текста в тарасе	1	1
2606	автор гневно порицает злонравных	1	1
2607	объединяющее обе эти стороны	1	1
2608	этой диадой организована экзистенциальная	1	1
2609	универсальной диады в уникальную	1	1
2610	малости неотъемлемый атрибут праведного	1	1
2611	ждущее я носитель сверхсхемного	1	1
2612	сверх-я аллитерация с явственно	1	1
2613	любования ведущего эстетических субъектов	1	1
2614	модуса было введено в	1	1
2615	а этому я принадлежат	1	1
2616	обнаружиться как прочная сохраняющаяся	1	1
2617	ради личного а целостное	1	1
2618	и не могла наглядеться	1	1
2619	не все повторы значимы	1	1
2620	как способу мышления поскольку	1	1
2621	не вопрошает о судьбе	1	1
2622	всех без исключения персонажей	1	1
2623	со стороны метапоэтического сверх-я	1	1
2624	судьба выражает внеличную сторону	1	1
2625	личные местоимения не только	1	1
2626	в лирике ахматовой в	1	1
2627	того что скрыто под	1	1
2628	одноименной трагедии софокла совершает	1	1
2629	самоопределения оказывается шире ролевой	1	1
2630	персонажа фонетически готовится сгущением	1	1
2631	с самим собою в	1	1
2632	как говорит дмитрий карамазов	1	1
2633	собе хвалы добудем однако	1	1
2634	о судьбе как трагически	1	1
2635	нередко прибегающей к псевдохудожественной	1	1
2636	сторону сакральной границы куда	1	1
2637	стих звучит ритмическим курсивом	1	1
2638	трагических коллизий эта встреча	1	1
2639	самолюбием смысла сатирическая личность	1	1
2640	произведении искусства это всеобъемлющая	1	1
2641	чем существенно сглаживается семантическая	1	1
2642	строки смятенного замирания внимательно	1	1
2643	разумеется обладают не все	1	1
2644	отня злата стола и	1	1
2645	во второй строфе этот	1	1
2646	с миропорядком в основе	1	1
2647	героини обесценивающее привычные жизненные	1	1
2648	как откровение того что	1	1
2649	так и его внешней	1	1
2650	если в первом случае	1	1
2651	оценки или к типам	1	1
2652	всех без исключения участников	1	1
2653	свой уже сделанный выбор	1	1
2654	в новую ролевую границу	1	1
2655	ревизора имитирующей сцену распятия	1	1
2656	ролевую границу любить в	1	1
2657	стих звучит ритмическим эхом	1	1
2658	архаикой традиционалистского заглавия обладает	1	1
2659	субстратом доминирующего повтора следует	1	1
2660	нарастания так стих звучит	1	1
2661	внешней среды объединяющее обе	1	1
2662	основаниями можно вести речь	1	1
2663	это разграничение к которому	1	1
2664	приходится точка золотого сечения	1	1
2665	в строке отсутствует сверхсхемное	1	1
2666	героизации наделяется обликом подвига	1	1
2667	двух звуков но важнейшим	1	1
2668	замутненного самолюбием смысла сатирическая	1	1
2669	статуарного жеста интонация героично	1	1
2670	юность свобода не случайно	1	1
