N	2gram	Bakhtin_fo	FransuaR
3592	исчезает и	1	1
3593	его вариациях	1	1
3594	них но	1	1
3595	романа прежде	3	1
3596	и точность	2	1
3597	и определяет	1	1
3598	вертикали вверх	2	1
3599	внутренняя форма	1	1
3600	ругательств в	1	1
3601	составная часть	1	1
3602	его чисто	1	1
3603	содержание но	1	1
3604	маленьким и	1	1
3605	его жизнь	2	1
3606	большое значение	3	1
3607	тем лучше	1	1
3608	и тонкие	1	1
3609	не место	2	1
3610	паломников и	1	1
3611	эпохи здесь	1	1
3612	существенную взаимосвязь	1	1
3613	интересная и	1	1
3614	на свои	1	1
3615	здоровая que	1	1
3616	по-новому в	1	1
3617	и вопросы	1	1
3618	книги здесь	1	1
3619	с большой	3	1
3620	сохраняется но	1	1
3621	и большинство	1	1
3622	появляются в	1	1
3623	проник и	1	1
3624	ограничивается образом	1	1
3625	так называемого	1	1
3626	осла как	1	1
3627	сливается у	1	1
3628	всего образ	1	1
3629	внешний характер	1	1
3630	жизнь как	1	1
3631	не зная	2	1
3632	быть раскрыт	1	1
3633	оба они	1	1
3634	вера в	2	1
3635	нет все	1	1
3636	и каждый	2	1
3637	их к	3	1
3638	но нет	1	1
3639	до сегодняшнего	1	1
3640	совершенно чужда	1	1
3641	пространство и	1	1
3642	и раскрыть	2	1
3643	не значит	1	1
3644	становится формой	1	1
3645	не употребляется	1	1
3646	с которым	1	1
3647	греческого типа	4	1
3648	выражении за	1	1
3649	жанр и	1	1
3650	еды в	1	1
3651	чаще всего	1	1
3652	с гротескной	1	1
3653	бы эти	1	1
3654	слова как	1	1
3655	гротескная фантастика	2	1
3656	есть одна	1	1
3657	речи о	1	1
3658	и живут	1	1
3659	отдельные явления	1	1
3660	вопросу и	1	1
3661	брак и	1	1
3662	вокруг них	1	1
3663	очень важным	1	1
3664	имя пантагрюэль	1	1
3665	этот синтез	1	1
3666	до его	1	1
3667	более существенной	1	1
3668	время совершенно	1	1
3669	друзья его	1	1
3670	и ничего	1	1
3671	и культур	2	1
3672	вопросом о	1	1
3673	гуще виноградных	1	1
3674	романа не	2	1
3675	конкретную реальность	1	1
3676	но потому	1	1
3677	ведь его	1	1
3678	были бы	1	1
3679	красота и	1	1
3680	у кеведо	1	1
3681	всей последующей	1	1
3682	всех отношениях	1	1
3683	они проходят	1	1
3684	основе этой	1	1
3685	и стало	1	1
3686	в низкий	1	1
3687	сами события	1	1
3688	попадают на	1	1
3689	нечего и	1	1
3690	относятся и	1	1
3691	спастись бегством	1	1
3692	раскрывается не	2	1
3693	этого мотива	1	1
3694	выпадение прямой	1	1
3695	форм которые	1	1
3696	и музыка	1	1
3697	рождение пантагрюэля	1	1
3698	тесная связь	1	1
3699	через посредство	1	1
3700	живет в	1	1
3701	на ее	1	1
3702	всегда строится	1	1
3703	для себя	8	1
3704	мартовская кошка	1	1
3705	она имеет	1	1
3706	вневременной вертикали	2	1
3707	и мотивов	1	1
3708	под открытым	1	1
3709	театральных подмостков	1	1
3710	городе и	1	1
3711	ряд как	2	1
3712	самому своему	2	1
3713	нем как	1	1
3714	об образе	1	1
3715	ни единого	1	1
3716	и литературе	3	1
3717	времени которое	1	1
3718	природе и	1	1
3719	аналогичные образы	1	1
3720	котором в	1	1
3721	для борьбы	1	1
3722	подробно описан	1	1
3723	где господствует	1	1
3724	этот не	2	1
3725	карнавала у	1	1
3726	пути в	1	1
3727	и холодным	1	1
3728	все действие	2	1
3729	проходят через	3	1
3730	укрепленные города	1	1
3731	произведений мы	1	1
3732	судьбы человека	1	1
3733	действий и	1	1
3734	в единый	1	1
3735	всякой связи	1	1
3736	этой поздней	1	1
3737	полноту своего	1	1
3738	проходит через	3	1
3739	ее всю	1	1
3740	бы при	1	1
3741	освободиться и	1	1
3742	и герои	1	1
3743	дороги так	1	1
3744	разумеется не	1	1
3745	она становится	3	1
3746	у петрарки	1	1
3747	зрения этого	1	1
3748	родного мира	3	1
3749	нового не	1	1
3750	он между	1	1
3751	первую книгу	1	1
3752	носят совершенно	1	1
3753	двух сторон	1	1
3754	мы понимаем	1	1
3755	и ложь	1	1
3756	литературы но	1	1
3757	же живой	1	1
3758	в горло	1	1
3759	дома но	1	1
3760	реальному будущему	2	1
3761	приближают его	1	1
3762	что эпоха	1	1
3763	и степень	1	1
3764	явлений в	1	1
3765	и вперед	1	1
3766	не выходит	1	1
3767	войны между	1	1
3768	при сопоставлении	1	1
3769	важная особенность	2	1
3770	жанровых разновидностей	1	1
3771	одном ряду	1	1
3772	какая же	1	1
3773	громадном значении	1	1
3774	основной мотив	1	1
3775	жизнью на	1	1
3776	и смертей	1	1
3777	ним не	1	1
3778	романе однако	1	1
3779	которые при	1	1
3780	отдельного человека	1	1
3781	не знал	1	1
3782	как не	1	1
3783	наш анализ	1	1
3784	игры с	1	1
3785	и своеобразный	2	1
3786	мяса и	1	1
3787	с собою	1	1
3788	последующее развитие	1	1
3789	логика этого	1	1
3790	характер не	3	1
3791	время становится	1	1
3792	смертной казни	1	1
3793	героя по	1	1
3794	упрощенно можно	1	1
3795	построено на	1	1
3796	их специфическими	1	1
3797	собою в	1	1
3798	по самому	3	1
3799	нельзя и	1	1
3800	какую-то степень	1	1
3801	быть конечно	2	1
3802	гаргантюа вместе	1	1
3803	стало быть	1	1
3804	романе он	1	1
3805	по вертикали	6	1
3806	рабле становится	1	1
3807	гл li	1	1
3808	в аспекте	2	1
3809	самое это	1	1
3810	не оказалось	1	1
3811	царстве мертвых	1	1
3812	чуждым и	1	1
3813	всякий пот	1	1
3814	под прикрытием	1	1
3815	было освящено	1	1
3816	конкретное и	1	1
3817	была найдена	1	1
3818	вообще а	1	1
3819	что ты	1	1
3820	времени эти	1	1
3821	не имеют	4	1
3822	то были	1	1
3823	и полагается	1	1
3824	ибо не	1	1
3825	то и	1	1
3826	каким бы	1	1
3827	на шее	1	1
3828	нет даже	1	1
3829	мужей и	1	1
3830	а вперед	1	1
3831	это то	2	1
3832	и живой	1	1
3833	совершенно конкретный	1	1
3834	он там	1	1
3835	необходимо подчеркнуть	1	1
3836	и верности	3	1
3837	и исторических	1	1
3838	зависимости от	1	1
3839	как самого	1	1
3840	людей как	1	1
3841	времени на	1	1
3842	и органов	1	1
3843	бытовым явлением	1	1
3844	и античных	1	1
3845	роман сервантеса	1	1
3846	жизнь с	3	1
3847	луга леса	1	1
3848	исходный пункт	1	1
3849	не связанных	1	1
3850	находящихся в	1	1
3851	литературных произведений	1	1
3852	и бытовой	2	1
3853	рано или	1	1
3854	не индивидуальное	1	1
3855	сверху и	1	1
3856	такие моменты	3	1
3857	друга и	1	1
3858	глубокого изучения	1	1
3859	зрения рабле	1	1
3860	воплощает в	1	1
3861	характерно здесь	1	1
3862	своего выражения	1	1
3863	для которой	2	1
3864	подробное перечисление	1	1
3865	священном писании	1	1
3866	народные корни	1	1
3867	идеал его	1	1
3868	рабле перечисляет	1	1
3869	мало как	1	1
3870	них кровь	1	1
3871	и путь	1	1
3872	сфер жизни	1	1
3873	свои писания	1	1
3874	и иерархических	1	1
3875	на более	1	1
3876	осла и	2	1
3877	к третьему	1	1
3878	на миру	2	1
3879	в делах	1	1
3880	эпоху просвещения	1	1
3881	видим в	1	1
3882	его лежит	1	1
3883	действие романа	2	1
3884	место этого	1	1
3885	века поэтому	1	1
3886	имеется и	3	1
3887	историческая действительность	2	1
3888	также очень	2	1
3889	старых и	1	1
3890	правда уже	1	1
3891	романе имеются	1	1
3892	получает существенное	1	1
3893	почему бы	1	1
3894	судьбы и	4	1
3895	среди тех	1	1
3896	в противоречии	1	1
3897	осмыслены как	1	1
3898	как пилюли	1	1
3899	забывать что	1	1
3900	бытовой жизни	4	1
3901	два произведения	1	1
3902	событие в	2	1
3903	сливалась с	1	1
3904	медные шары	1	1
3905	в больших	1	1
3906	этого же	1	1
3907	более гротескный	1	1
3908	есть к	1	1
3909	и жеста	1	1
3910	виде но	1	1
3911	или поздно	1	1
3912	хотя какой-то	1	1
3913	мировоззрения рабле	1	1
3914	и разными	1	1
3915	только наиболее	1	1
3916	гл xxxviii	1	1
3917	в ширину	1	1
3918	сказал грангузье	1	1
3919	формы как	1	1
3920	сложна и	1	1
3921	заключенных в	1	1
3922	его можно	1	1
3923	человека но	1	1
3924	правильно но	1	1
3925	высшей степени	1	1
3926	это новое	2	1
3927	и порядок	1	1
3928	истории литературы	1	1
3929	близок к	1	1
3930	принимают участие	1	1
3931	этом бытовом	1	1
3932	касаемся здесь	2	1
3933	я так	1	1
3934	в прямом	1	1
3935	конкретный характер	1	1
3936	этот город	1	1
3937	весело и	1	1
3938	время то	1	1
3939	стояла в	1	1
3940	рабле далеко	1	1
3941	и технической	1	1
3942	новые соседства	1	1
3943	по диафрагме	1	1
3944	рабле противопоставляет	1	1
3945	полностью утратили	1	1
3946	на лугу	1	1
3947	не нужен	1	1
3948	сюда в	1	1
3949	которые оказали	1	1
3950	с люцифером	1	1
3951	особенностями и	1	1
3952	ряд в	3	1
3953	связи между	2	1
3954	у тебя	1	1
3955	лишь то	1	1
3956	сочетаются в	1	1
3957	этот абстрактный	1	1
3958	рассуждение об	1	1
3959	или два	1	1
3960	где каждое	1	1
3961	случая в	2	1
3962	типу в	2	1
3963	вне своего	1	1
3964	в хронологическом	1	1
3965	гл vi	1	1
3966	день и	2	1
3967	здесь появляется	1	1
3968	трудно найти	1	1
3969	в полном	2	1
3970	и принципиально	2	1
3971	специфическим и	1	1
3972	с ветчиной	1	1
3973	форме это	1	1
3974	но увы	1	1
3975	на одной	2	1
3976	теперь когда	1	1
3977	господствующей точки	1	1
3978	кто бы	1	1
3979	к определенному	1	1
3980	которыми они	1	1
3981	днями и	1	1
3982	с разными	1	1
3983	что роман	1	1
3984	непосредственно в	1	1
3985	люцифером и	1	1
3986	вес в	2	1
3987	и внутренних	1	1
3988	выражениями этой	1	1
3989	реальным путем	1	1
3990	рабле понимает	1	1
3991	рассуждение черта	1	1
3992	бытия и	2	1
3993	всем правилам	1	1
3994	виду что	2	1
3995	гармонии человеческого	1	1
3996	здесь даже	1	1
3997	частности с	2	1
3998	будем называть	1	1
3999	свет и	2	1
4000	весьма существенную	2	1
4001	чтобы быть	1	1
4002	эта исключительная	1	1
4003	святая вода	1	1
4004	не умирает	1	1
4005	схождение в	1	1
4006	им и	1	1
4007	случаях когда	1	1
4008	дается описание	2	1
4009	и которого	1	1
4010	прошлым и	2	1
4011	раз наиболее	1	1
4012	большая глотка	1	1
4013	с рядом	11	1
4014	пребывания эпистемона	1	1
4015	значительную роль	1	1
4016	как люди	1	1
4017	он же	1	1
4018	как жаркое	1	1
4019	ее лежит	1	1
4020	войти в	1	1
4021	эта борьба	1	1
4022	бытия как	1	1
4023	этом выражении	1	1
4024	такое значение	1	1
4025	стороне от	1	1
4026	всю мировую	1	1
4027	были хорошо	1	1
4028	путь к	1	1
4029	очень важную	1	1
4030	его же	1	1
4031	ему как	1	1
4032	чертей запросто	1	1
4033	еде в	1	1
4034	это повторяем	1	1
4035	разъединено и	1	1
4036	завтраком фрикасе	1	1
4037	положение это	1	1
4038	он строит	1	1
4039	сняли с	1	1
4040	и тех	2	1
4041	их характер	1	1
4042	и вином	1	1
4043	обычно в	2	1
4044	природа в	1	1
4045	свою эпоху	1	1
4046	и сила	1	1
4047	и становлению	1	1
4048	непохожесть на	1	1
4049	или другой	1	1
4050	этот новый	2	1
4051	он ни	2	1
4052	необходимо дать	1	1
4053	и неожиданной	1	1
4054	кости если	1	1
4055	на корабле	1	1
4056	для изучения	1	1
4057	значение но	2	1
4058	время можно	1	1
4059	автора к	1	1
4060	плоть от	1	1
4061	а чисто	1	1
4062	самую гущу	1	1
4063	как уже	3	1
4064	прославлять себя	1	1
4065	сценок и	1	1
4066	этом мире	7	1
4067	вводится и	1	1
4068	которое здесь	1	1
4069	обстоит дело	1	1
4070	вне этих	1	1
4071	реального времени	1	1
4072	так было	1	1
4073	последующие периоды	1	1
4074	них много	1	1
4075	романа этот	1	1
4076	романа это	1	1
4077	два человека	1	1
4078	в архиве	1	1
4079	внутренностям доходит	1	1
4080	хода жизни	2	1
4081	тело становится	1	1
4082	бесконечно далеки	1	1
4083	все телесное	1	1
4084	события ее	1	1
4085	о причинах	1	1
4086	частности в	1	1
4087	глаза дробил	1	1
4088	новый тон	1	1
4089	которые считались	1	1
4090	резко отличается	1	1
4091	первая линия	1	1
4092	и глубину	1	1
4093	останавливаться на	1	1
4094	книги рабле	1	1
4095	реальное время	2	1
4096	же моментов	1	1
4097	эпоху это	1	1
4098	с человеком	2	1
4099	быть найдены	1	1
4100	во всю	1	1
4101	эпохи как	1	1
4102	как единое	1	1
4103	веков он	1	1
4104	через три	1	1
4105	как их	2	1
4106	имена главных	1	1
4107	в римских	1	1
4108	этого метода	1	1
4109	получают значение	2	1
4110	снижаются и	1	1
4111	та или	1	1
4112	частной бытовой	1	1
4113	их чрезвычайно	1	1
4114	изучения и	1	1
4115	как средство	1	1
4116	и много	1	1
4117	все содержание	1	1
4118	сказать в	2	1
4119	созданные самим	1	1
4120	этом и	1	1
4121	даже для	1	1
4122	месте где	1	1
4123	в высшей	1	1
4124	три таких	1	1
4125	с реальным	1	1
4126	которыми он	3	1
4127	те что	1	1
4128	это смерть	1	1
4129	в нарочито	1	1
4130	и художественной	1	1
4131	нет как	1	1
4132	в рыцарских	1	1
4133	имеют в	1	1
4134	иногда сам	1	1
4135	он широко	1	1
4136	золотого осла	4	1
4137	ведь эти	1	1
4138	они сохраняют	1	1
4139	человеческой природы	2	1
4140	ее названия	1	1
4141	после встречи	1	1
4142	надо было	1	1
4143	процесс в	2	1
4144	эти новые	1	1
4145	шествия в	1	1
4146	бытия в	1	1
4147	сам а	1	1
4148	которой нет	2	1
4149	был поражен	1	1
4150	типичен для	1	1
4151	гл ii	1	1
4152	их чтобы	1	1
4153	своих произведений	1	1
4154	исключительно важное	1	1
4155	дается как	1	1
4156	части этого	1	1
4157	ними но	1	1
