N	2gram	Vygotskiy_	Myshleni
3602	отношении различных	1	1
3603	наряду со	1	1
3604	первые шаги	1	1
3605	присущи и	1	1
3606	совершенно независимо	1	1
3607	совершенно справедливо	5	1
3608	самому существу	4	1
3609	начали с	1	1
3610	различных по	1	1
3611	никакой возможности	1	1
3612	к совершенной	1	1
3613	утверждению некоторых	1	1
3614	которую в	1	1
3615	зрения она	1	1
3616	с находящимся	1	1
3617	к элементам	1	1
3618	бы его	1	1
3619	﻿предисловие настоящая	1	1
3620	же сколько	2	1
3621	с языка	1	1
3622	что нужно	2	1
3623	теоретическую и	1	1
3624	их к	1	1
3625	с этот	1	1
3626	свойств этих	1	1
3627	таковая в	1	1
3628	эпохи в	3	1
3629	понимание но	1	1
3630	и почему	1	1
3631	не значит	2	1
3632	материала который	4	1
3633	сделаться предметом	1	1
3634	деле это	1	1
3635	что без	3	1
3636	и отчетливее	1	1
3637	поколения к	1	1
3638	основываясь на	1	1
3639	из основного	1	1
3640	учат нас	1	1
3641	и данными	1	1
3642	которые были	1	1
3643	в данный	1	1
3644	видит особенность	1	1
3645	психология с	2	1
3646	своему исследованию	1	1
3647	если присмотреться	1	1
3648	основе всех	1	1
3649	вопросу и	1	1
3650	она занимает	1	1
3651	менее редко	1	1
3652	мир к	1	1
3653	и сколько-нибудь	1	1
3654	привлечь для	1	1
3655	что до	1	1
3656	указано выше	1	1
3657	а более	1	1
3658	и прямого	1	1
3659	эту задачу	1	1
3660	для социальной	2	1
3661	психологические и	1	1
3662	совершенно и	1	1
3663	не ту	1	1
3664	слова это	1	1
3665	нужно если	1	1
3666	составить себе	2	1
3667	произведение и	2	1
3668	схема в	1	1
3669	нам что	1	1
3670	о работе	1	1
3671	в углу	1	1
3672	учением о	1	1
3673	безотносительно к	1	1
3674	новый шаг	1	1
3675	и вследствие	1	1
3676	который стал	2	1
3677	психологическом эксперименте	1	1
3678	на сравнительно	1	1
3679	и кто	1	1
3680	всем почти	1	1
3681	что цель	1	1
3682	поэтому совершенно	1	1
3683	представление в	1	1
3684	пределы простого	1	1
3685	не принадлежат	1	1
3686	что сделал	1	1
3687	оказываются далеко	1	1
3688	а проза	1	1
3689	должен признать	1	1
3690	основе тех	1	1
3691	от этой	2	1
3692	приходится иметь	4	1
3693	общей основой	1	1
3694	здесь с	1	1
3695	науки и	1	1
3696	не зависящего	1	1
3697	от поколения	1	1
3698	уже это	1	1
3699	и виды	1	1
3700	нас от	2	1
3701	этом как	2	1
3702	многое такое	1	1
3703	который показывает	1	1
3704	наконец последнее	1	1
3705	решению этого	1	1
3706	же точке	2	1
3707	в трех	2	1
3708	орудием в	1	1
3709	однако что	1	1
3710	от идеи	1	1
3711	вскрыть и	1	1
3712	при построении	1	1
3713	так называемый	1	1
3714	заключается не	2	1
3715	доказательствах и	1	1
3716	с социальной	1	1
3717	объектов которые	1	1
3718	в различные	1	1
3719	которые у	1	1
3720	элемент в	1	1
3721	трудом и	1	1
3722	этой теорией	2	1
3723	отношения мы	1	1
3724	должна существовать	1	1
3725	и наметить	1	1
3726	положения которые	1	1
3727	чужой речью	1	1
3728	переживания как	1	1
3729	в сложной	1	1
3730	иных элементов	1	1
3731	падает в	1	1
3732	хотелось бы	1	1
3733	прибавим к	1	1
3734	существует между	1	1
3735	отсюда ясно	1	1
3736	мнения что	1	1
3737	справедливо указывает	2	1
3738	является одновременно	1	1
3739	отдельных форм	1	1
3740	систему а	1	1
3741	увидим как	1	1
3742	и независимое	1	1
3743	из чисто	1	1
3744	работах по	1	1
3745	показали с	1	1
3746	склонен отрицать	1	1
3747	решительно проявления	1	1
3748	человек отличается	1	1
3749	который видит	1	1
3750	психологического изучения	1	1
3751	тем является	1	1
3752	эту область	1	1
3753	по крайней	1	1
3754	таких слов	1	1
3755	новым и	1	1
3756	будет с	1	1
3757	а общим	1	1
3758	наиболее распространенная	1	1
3759	место как	1	1
3760	членам данной	1	1
3761	два шага	1	1
3762	же психологии	1	1
3763	себя смысл	2	1
3764	психологического факта	1	1
3765	прежней системе	1	1
3766	объяснительный принцип	1	1
3767	того самого	1	1
3768	образом психология	1	1
3769	сделать того	1	1
3770	помощи которых	1	1
3771	степени можно	1	1
3772	не всякое	1	1
3773	взятым из	1	1
3774	психологии или	1	1
3775	задний план	1	1
3776	что стоит	2	1
3777	слово луна	1	1
3778	не знаю	1	1
3779	земли и	1	1
3780	этими явлениями	1	1
3781	на недостаточность	1	1
3782	это когда	1	1
3783	а может	1	1
3784	не дана	1	1
3785	и взглядами	1	1
3786	всякого кто	1	1
3787	сознании и	2	1
3788	из сферы	1	1
3789	играет в	1	1
3790	эта последняя	1	1
3791	смысл в	1	1
3792	большей частью	3	1
3793	находят свое	1	1
3794	времени и	2	1
3795	той социальной	1	1
3796	этот спор	1	1
3797	ряд новых	1	1
3798	психологии с	2	1
3799	при совершенно	1	1
3800	исключить из	1	1
3801	звуков в	4	1
3802	он есть	1	1
3803	смысла который	1	1
3804	при своем	1	1
3805	нуждаются в	4	1
3806	в обществе	3	1
3807	как будет	1	1
3808	и тяжелое	1	1
3809	развитой в	1	1
3810	количество слов	1	1
3811	процесса совершенно	1	1
3812	вещь а	1	1
3813	их значение	1	1
3814	же дает	1	1
3815	непосредственно из	1	1
3816	ее не	1	1
3817	все уже	1	1
3818	в поле	1	1
3819	он все	2	1
3820	не за	1	1
3821	как без	1	1
3822	ею и	1	1
3823	смотрят на	1	1
3824	и психолог	1	1
3825	нашего метода	1	1
3826	говорил что	2	1
3827	судьбы и	1	1
3828	поставленной перед	1	1
3829	наметить основные	1	1
3830	нам и	2	1
3831	самом процессе	1	1
3832	как во	2	1
3833	и пользование	1	1
3834	психологии может	1	1
3835	своих построениях	2	1
3836	к утверждению	1	1
3837	не сумеем	5	1
3838	т д	10	1
3839	а вовсе	1	1
3840	звуковая форма	1	1
3841	в и	1	1
3842	включая в	1	1
3843	пор значение	1	1
3844	не само	1	1
3845	другим законам	1	1
3846	удалось сделать	1	1
3847	для такого	2	1
3848	рассматривать свой	1	1
3849	отдельные исследования	1	1
3850	это случилось	1	1
3851	совершенно сходную	1	1
3852	этой формулы	2	1
3853	мышления существенно	1	1
3854	что автор	1	1
3855	лучшим доказательством	1	1
3856	мысль то	1	1
3857	принципиального отличия	1	1
3858	как со	1	1
3859	и законы	1	1
3860	выводом который	1	1
3861	говорит французская	1	1
3862	даже когда	1	1
3863	в прямом	1	1
3864	другой материал	2	1
3865	самой теории	2	1
3866	в переживании	1	1
3867	удовольствия в	1	1
3868	учит что	1	1
3869	в коем	1	1
3870	ряд других	1	1
3871	на тех	3	1
3872	нему и	1	1
3873	предложения не	1	1
3874	более простое	1	1
3875	нашли бы	1	1
3876	итак в	1	1
3877	простейшего анализа	1	1
3878	и форма	2	1
3879	формой в	1	1
3880	путем путем	2	1
3881	оно само	1	1
3882	как отношение	1	1
3883	как некоторый	1	1
3884	материала и	2	1
3885	оно будет	1	1
3886	и всем	1	1
3887	лишь случайно	1	1
3888	его учениками	1	1
3889	и свойства	1	1
3890	эту сложную	1	1
3891	мире в	1	1
3892	функциональный анализ	1	1
3893	и разные	1	1
3894	психологи не	1	1
3895	она будет	1	1
3896	в наглядных	1	1
3897	и восприятия	2	1
3898	в постоянном	1	1
3899	образ или	1	1
3900	к очень	1	1
3901	же самых	2	1
3902	новый с	1	1
3903	тут не	1	1
3904	место только	1	1
3905	внешней форме	1	1
3906	другой метод	1	1
3907	зрения до	1	1
3908	всего тем	1	1
3909	только сказать	1	1
3910	чтобы получить	1	1
3911	в басне	5	1
3912	того момента	1	1
3913	переносятся на	1	1
3914	любопытно что	3	1
3915	метод изучения	1	1
3916	анализа тех	1	1
3917	психологии на	1	1
3918	на грани	2	1
3919	определяя цель	1	1
3920	а на	4	1
3921	тот сдвиг	1	1
3922	функцию сообщения	1	1
3923	это мнение	1	1
3924	но понятия	1	1
3925	а о	1	1
3926	согласно с	1	1
3927	с вот	3	1
3928	что реальная	1	1
3929	без остатка	3	1
3930	наших дней	1	1
3931	как утверждает	1	1
3932	открывает перед	1	1
3933	чем состоит	1	1
3934	в эпоху	1	1
3935	случаях особенно	1	1
3936	чем отличается	1	1
3937	быть определены	1	1
3938	характер его	1	1
3939	очень широкое	1	1
3940	интеллектуализм и	1	1
3941	психологию от	2	1
3942	главу угла	1	1
3943	сказать словами	1	1
3944	о генезисе	1	1
3945	один момент	1	1
3946	могла быть	1	1
3947	говорят о	1	1
3948	мнение что	1	1
3949	сказал вот	1	1
3950	исходили из	1	1
3951	так в	1	1
3952	весь круг	1	1
3953	конкретного действия	1	1
3954	чтобы вообще	1	1
3955	станет совершенно	2	1
3956	исходные предпосылки	1	1
3957	развита в	1	1
3958	некоторые черты	1	1
3959	их друг	1	1
3960	в особом	1	1
3961	совершенно аналогично	2	1
3962	заложенное в	1	1
3963	слова те	1	1
3964	следует представить	1	1
3965	чувства которые	1	1
3966	этой системы	1	1
3967	свой метод	1	1
3968	с интеллектуальными	1	1
3969	находится под	1	1
3970	приобретает свой	1	1
3971	жизнь и	3	1
3972	рождается не	1	1
3973	психологической и	1	1
3974	правильности этого	1	1
3975	для целого	1	1
3976	искать в	1	1
3977	постоянно от	1	1
3978	человека в	1	1
3979	указывали на	1	1
3980	же с	1	1
3981	напомнить что	1	1
3982	связывает их	1	1
3983	до тех	3	1
3984	точности и	1	1
3985	смысла слово	1	1
3986	которая может	1	1
3987	применить к	2	1
3988	выхода за	1	1
3989	знакомства с	1	1
3990	и заменить	1	1
3991	степени не	1	1
3992	с говорит	1	1
3993	у различных	1	1
3994	не играет	1	1
3995	низкой ступени	1	1
3996	быть обосновано	1	1
3997	единство и	1	1
3998	бы представить	1	1
3999	простом виде	1	1
4000	того мнения	1	1
4001	к тем	1	1
4002	те психологи	1	1
4003	не очень	1	1
4004	действительного положения	1	1
4005	свою психологическую	1	1
4006	этих работ	1	1
4007	вопросов в	1	1
4008	не видим	1	1
4009	явлений в	1	1
4010	или его	3	1
4011	это то	1	1
4012	с все	2	1
4013	что психология	6	1
4014	и проверить	1	1
4015	результатах к	1	1
4016	установив что	1	1
4017	которых они	2	1
4018	что поскольку	2	1
4019	по той	1	1
4020	нами и	1	1
4021	показано выше	1	1
4022	что под	1	1
4023	и сильнее	1	1
4024	к поколению	1	1
4025	отдельных свойств	1	1
4026	эту внутреннюю	1	1
4027	быть отнесена	1	1
4028	действительности не	1	1
4029	не осуществляется	1	1
4030	над его	1	1
4031	все содержание	1	1
4032	всякого содержания	1	1
4033	считает что	2	1
4034	звуков а	1	1
4035	и непременно	1	1
4036	служить источником	1	1
4037	к произведению	2	1
4038	что хотел	1	1
4039	в узком	2	1
4040	самых крайних	1	1
4041	методологических основ	1	1
4042	этот недостаток	1	1
4043	не самое	1	1
4044	своему существу	1	1
4045	каждым из	1	1
4046	тех которые	1	1
4047	исследования о	1	1
4048	палку в	1	1
4049	но сейчас	1	1
4050	определить как	1	1
4051	развивается от	1	1
4052	двумя существенными	1	1
4053	дело обстоит	1	1
4054	и систематического	1	1
4055	это отнюдь	1	1
4056	известный компромисс	1	1
4057	времени по	1	1
